Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
220882,,CGMU4961415,0,MTMLA,,USHOU/USHOU,,,,Checked,-18,-21.49,,-17.82
140412,,CGMU5143352,0,MTMLA,,MXVER/MXVER,,,,Checked,1,1,,2.5
221082,,TCLU1197675,0,MTMLA,,USHOU/USHOU,,,,Unchecked,-18,-19,,-18
220682,,AXIU6111163,0,MTMLA,,USHOU/USHOU,,,,Unchecked,-18,-19.4,,-18
150284,,CGMU2989331,0,ITLIV,,MXVER/MXVER,,,,Checked,-25,-27.94,,-24.87
350612,,CGMU3017118,0,ITLIV,,JMKIN/JMKIN,,,,Checked,-25,-26.46,,-24.6
140482,,CXRU1525030,0,ITLIV,,MXVER/MXVER,,,,Unchecked,18,18.6,,18.5
150682,,CGMU2991513,0,ITGOA,,JMKIN,,,,Checked,20,19.99,,20.37
130612,,CGMU3085961,0,FRMRS,,JMKIN/GBPPT,,,,Checked,18,18.61,,18.22
141084,,CGMU9309550,0,FRMRS,,JMKIN/NONOU,,,,Checked,-25,-23.93,,-23.93
460504,,CGMU4975321,0,FRMRS,,CRMOB/CRMOB,,,,Checked,0.5,4.79,,7.08
460604,,TLLU1078714,0,ESBCN,,PAMIT/PAMIT,,,,Checked,-22,-23.94,,-22
141086,,CGMU6531748,0,ESBCN,,JMKIN/CRMOB,,,,Checked,18,18.19,,18.63
141282,,CGMU4991657,0,ESBCN,,JMKIN/JMMBJ,,,,Checked,4,3.99,,4.9
300212,,CGMU5079335,0,ESBCN,,MXVER/MXVER,,,,Checked,20,16.62,,19.84
141082,,TRIU8079257,0,ESBCN,,JMKIN/JMMBJ,,,,Unchecked,-18,-24.1,,-20.4
150686,,BMOU8710269,0,ESBCN,,JMKIN/PFPPT,,,,Unchecked,-18,-18.9,,-17.7
141284,,CGMU9308471,0,ESBCN,,JMKIN/JMMBJ,,,,Unchecked,-18,-19.6,,-18.4
460502,,TCLU1068359,0,FRMRS,,PAMIT/PAMIT,,,,Unchecked,0,0.2,,0.6
420812,,TTNU8695432,0,ESVLC,,JMKIN/GTPBR,,,,Unchecked,0,-0.19,,0.44
421012,,TRIU8731920,0,ESVLC,,JMKIN/MXPGO,,,,Unchecked,-20,-21.7,,-20.4
140812,,CGMU5427493,0,ITGOA,,JMKIN/NCNOU,,,,Checked,14,13.98,,13.97
300082,,MFTU8193160,0,COCTG,,MXVER/MXVER,,,,Unchecked,,,,
