Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
350108,,CGMU3005098,0,ITLIV,,JMKIN/JMKIN,,,,Checked,12,12.4,,11.89
300084,,CGMU5290409,0,ITLIV,,COCTG/COCTG,,,,Checked,0,0.1,,0.8
300512,,IKSU4008347,0,ITLIV,,DOCAU/DOCAU,,,,Checked,12,11.88,,13.19
460084,,CGMU5057362,0,ITGOA,,COCTG/ECGYE,,,,Checked,0,1.58,,1.06
260108,,CGMU5156750,0,ITGOA,,JMKIN/PFPPT,,,,Checked,14,14,,15
460284,,CGMU5190800,0,ITGOA,,COCTG/CLSAI,,,,Indeterminate,,,,
460082,,CGMU9290942,0,ITGOA,,COCTG/ECGYE,,,,Checked,0,0,,0.8
260106,,CGMU9401481,0,ITGOA,,JMKIN/PFPPT,,,,Checked,14,13.84,,14.85
460182,,CRLU1619731,0,ITGOA,,COCTG/COCTG,,,,Indeterminate,,,,
260104,,APRU6111332,0,ITGOA,,JMKIN/KYGEC,,,,Indeterminate,,,,
190304,,CGMU3030130,0,ITGOA,,MXVER/MXVER,,,,Indeterminate,,,,
130612,,CGMU3084564,0,ITGOA,,COCTG/PECLL,,,,Checked,16,15.37,,15.99
460282,,TCLU1108596,0,ITGOA,,COCTG/COCTG,,,,Indeterminate,,,,
460184,,TCLU1210376,0,ITGOA,,COCTG/COBAQ,,,,Indeterminate,,,,
260102,,TTNU8668606,0,ITGOA,,JMKIN/HTPAP,,,,Indeterminate,,,,
581184,,CGMU9362810,0,ESBCN,,COCTG/CLSAI,,,,Checked,-22,-22.42,,-21.52
581082,,TRLU1734710,0,ESBCN,,COCTG/COBAQ,,,,Indeterminate,,,,
580782,,CGMU6506262,0,ESBCN,,COCTG/ECGYE,,,,Indeterminate,,,,
180112,,CGMU5132527,0,ESBCN,,MXVER/MXVER,,,,Checked,-22,-26.7,,-22
340606,,TRLU1722495,0,ESBCN,,JMKIN/JMMBJ,,,,Indeterminate,,,,
580982,,SZLU9026992,0,ESBCN,,COCTG/COCTG,,,,Indeterminate,,,,
180110,,CGMU5327088,0,ESBCN,,MXVER/MXVER,,,,Checked,20,19.03,,20.14
