Location,,ContainerID,Alms,LoadPort,Disch.Port,,,,,Monitored,Temp SP,Supply,,Return
260908,,CGMU5055652,0,ITGOA,COCTG/ITGOA/COBUN,,,,,Unchecked,0,0,,1.4
460684,,CGMU5068198,0,ITGOA,MXVER/ITGOA/MXVER,,,,,Checked,15,15,,15.3
460686,,CGMU5075406,0,ITGOA,MXVER/ITGOA/MXVER,,,,,Checked,0,-2.31,,0.45
220584,,CGMU5090355,0,ITGOA,JMKIN/ITGOA/HNPCR,,,,,Checked,0,0,,0.7
260810,,CGMU5095423,0,ITGOA,COCTG/ITGOA/PAMIT,,,,,Checked,16,16.66,,16.34
260910,,CGMU5097534,0,ITGOA,COCTG/ITGOA/COCTG,,,,,Checked,0,0,,0.7
261108,,CGMU5371049,0,ITGOA,COCTG/COCTG,,,,,Checked,0,-0.2,,1.4
460886,,CGMU9333303,0,ITGOA,MXVER/ITGOA/MXVER,,,,,Checked,0,0.81,,0.78
460882,,CGMU9358148,0,ITGOA,MXVER/ITGOA/MXVER,,,,,Checked,15,15.65,,15.56
260710,,CRSU6102813,0,ITGOA,COCTG/ITGOA/COCTG,,,,,Unchecked,0,0.2,,1.7
260508,,CRSU6107245,0,ITGOA,COCTG/ITGOA/COCTG,,,,,Unchecked,0,0.2,,1.3
260712,,GESU9526006,0,ITGOA,COCTG/ITGOA/COCTG,,,,,Unchecked,0,0.2,,1.4
180682,,SEGU9537561,0,ITGOA,COCTG/ITGOA/CLSAI,,,,,Checked,14,14,,14.2
540182,,TCLU1033861,0,ITGOA,GPPTP/ITGOA/PRSJU,,,,,Unchecked,20,20,,20.7
460782,,TLLU1080028,0,ITGOA,DOCAU/DOCAU,,,,,Checked,4,3.88,,4.56
310488,,TRIU6642417,0,ITGOA,JMKIN/ITGOA/PFPPT,,,,,Unchecked,15,15,,15.5
260608,,TRIU8116659,0,ITGOA,COCTG/ITGOA/COCTG,,,,,Unchecked,0,0,,1.1
260510,,TRIU8436210,0,ITGOA,COCTG/ITGOA/ECGYE,,,,,Unchecked,0,0.3,,1.3
540382,,TRIU8511611,0,ITGOA,GPPTP/ITGOA/GPPTP,,,,,Unchecked,11,11,,11.4
260808,,TRIU8614121,0,ITGOA,COCTG/ITGOA/COBUN,,,,,Unchecked,0,0.4,,1.6
260512,,TRIU8763871,0,ITGOA,COCTG/ITGOA/COCTG,,,,,Unchecked,0,0.3,,1.3
420310,,TRIU8793705,0,ITGOA,ESVLC/ESVLC,,,,,Unchecked,-18,-20.3,,-18
460182,,TLLU1080389,0,ESBCN,GPPTP/ESBCN/GPPTP,,,,,Checked,-18,-19.31,,-18
500082,,CGMU5036816,0,ESBCN,DOCAU/ESBCN/DOCAU,,,,,Checked,-20,-20.68,,-19.91
461582,,CGMU4937846,0,ESBCN,MXVER/ESBCN/MXVER,,,,,Checked,-20,-23,,-19.81
580584,,CGMU9331189,0,ESBCN,COCTG/FRMRS/COBUN,,,,,Checked,0.5,-0.02,,0.66
580882,,CGMU9288966,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Checked,0,0.19,,1.26
580986,,TLLU1079182,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Checked,-22,-23.25,,-21.94
580788,,CGMU9306709,0,ESBCN,COCTG/ESBCN/ECGYE,,,,,Checked,20,20.01,,19.89
580582,,BMOU9803134,0,ESBCN,COCTG/FRMRS/COBUN,,,,,Unchecked,0.5,0.6,,1.5
470384,,TRIU6682071,0,ESBCN,FRMRS/FRMRS/GPPTP,,,,,Unchecked,16,16,,16.9
580782,,APRU5773885,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,0,0.3,,1.4
461584,,APRU5854734,0,ESBCN,MXVER/ESBCN/MXVER,,,,,Unchecked,-20,-22.4,,-20.2
580982,,TCLU1061740,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,0,0.2,,1.3
580688,,APRU5752687,0,ESBCN,COCTG/ESBCN/CLSAI,,,,,Unchecked,-18,-20,,-18.2
580588,,CXRU1029895,0,ESBCN,COCTG/ESBCN/CLSAI,,,,,Unchecked,-18,-20,,-18.3
460688,,APRU6125491,0,ESBCN,MXVER/ESBCN/MXVER,,,,,Unchecked,-20,-22,,-20.2
580684,,CGMU5091747,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,0,0.2,,1.3
580184,,GESU9367028,0,ESBCN,GPPTP/ESBCN/GFDDC,,,,,Unchecked,1,1,,1.8
580884,,APRU5718430,0,ESBCN,COCTG/FRMRS/COBUN,,,,,Unchecked,0.5,0.5,,1.3
581082,,TRIU8129189,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,0,0.3,,1.6
460888,,TCLU1138190,0,ESBCN,MXVER/ESBCN/MXVER,,,,,Unchecked,-20,-22,,-19.9
580888,,CGMU6509533,0,ESBCN,COCTG/ESBCN/CLSAI,,,,,Unchecked,18,18,,18.5
590382,,CGMU2971517,0,ESBCN,GPPTP/ESBCN/GPPTP,,,,,Unchecked,-18,-20,,-18.2
580682,,APRU6108508,0,ESBCN,COCTG/ESBCN/CLSAI,,,,,Unchecked,-18,-20,,-18.2
580984,,CXRU1382900,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,-22,-24.1,,-22.2
580686,,TCLU1054273,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,-22,-24.2,,-22
580886,,TCLU1200552,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,-22,-24.6,,-22.3
580784,,TLLU1052480,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,-22,-24,,-22.1
580586,,TCLU1161203,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,-22,-24.2,,-22
580182,,CAIU5460757,0,ESBCN,GPPTP/ESBCN/GPPTP,,,,,Unchecked,1,1,,1.8
460184,,CXRU1383240,0,ESBCN,GPPTP/ESBCN/GPPTP,,,,,Unchecked,1,1,,1.8
580786,,TLLU1051863,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,-22,-24.3,,-22
581086,,TLLU1052221,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,-22,-24.4,,-22
581084,,TLLU1051035,0,ESBCN,COCTG/ESBCN/COCTG,,,,,Unchecked,-22,-24.4,,-22.3
