Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
20182,,CGMU5064783,0,COCTG,FRMRS/USHOU/FRMRS,Checked,,,-20,-26.5,,-20.4,,,,,,,,,,
421206,,TEMU9893002,0,COCTG,ESVLC/USHOU/ESVLC,Unchecked,,,-22,-23.8,,-21.9,,,,,,,,,,
101082,,CGMU5142612,0,COCTG,ITGOA/MQFDF/ITGOA,Checked,,,-20,-24.8,,-19.6,,,,,,,,,,
20382,,TEMU9890467,0,COCTG,FRMRS/USHOU/FRMRS,Unchecked,,,-23,-24.6,,-22.5,,,,,,,,,,
421406,,CGMU5233585,0,COCTG,ESVLC/USHOU/ESVLC,Unchecked,,,-25,-26.4,,-24.9,,,,,,,,,,
421110,,CGMU5072330,0,COCTG,ESVLC/COCTG/ESVLC,Checked,,,-18,-21.5,,-17.5,,,,,,,,,,
421112,,CGMU6538660,0,COCTG,ESVLC/USHOU/ESVLC,Checked,,,-24,-28.13,,-23.81,,,,,,,,,,
421006,,CGMU5444422,1,COCTG,ESVLC/USHOU/ESVLC,Checked,,,-21,-25,,-20.9,,,,,,,,,,
420910,,TEMU9876200,0,COCTG,ESVLC/MAAGA/ESVLC,Checked,,,-22,-23.38,,-22,,,0,,,,0,25.5,,
100682,,TEMU9893960,0,COCTG,ITGOA/BRITJ/ITGOA,Unchecked,,,-23,-24.5,,-22.7,,,,,,,,,,
100888,,TLLU1056130,0,COCTG,ITGOA/MQFDF/ITGOA,Checked,,,5,4.94,,5.56,,,0,,,,0,0.1,,
140488(*),,CGMU5601389,0,COCTG,ITLVO/MQFDF/ITLIV,Checked,,,13.63,13.38,,14.88,,,,,,,,,,
100884,,TEMU9892177,0,COCTG,ITGOA/BRITJ/ITGOA,Unchecked,,,-23,-24.3,,-22.8,,,,,,,,,,
20184,,TEMU9889574,0,COCTG,FRMRS/USHOU/FRMRS,Unchecked,,,-23,-24.4,,-22.7,,,,,,,,,,
140282(*),,CGMU5026886,0,COCTG,ITLVO/ESALG/ITLIV,Checked,,,13.8,13.79,,14.76,,,,,,,,,,
100582,,CGMU5571509,0,COCTG,ITGOA/USSXT/ITGOA,Checked,,,-23,-31,,-24,,,,,,,,,,
100782,,CGMU5546872,0,COCTG,ITGOA/ESALG/ITGOA,Checked,,,-21,-27.6,,-21.6,,,,,,,,,,
101484,,TTNU8685938,0,COCTG,ITGOA/BRITJ/ITGOA,Checked,,,-23,-21.79,,-22.79,,,,,,,,,,
100882,,CGMU5405853,1,COCTG,ITGOA/ESALG/ITGOA,Checked,,,-21,-23.4,,-21,,,,,,,,,,
101382,,TTNU8882285,0,COCTG,ITGOA/MAAGA/ITGOA,Checked,,,-18,-19.63,,-18,,,0,,,,0,25.5,,
140288(*),,CGMU5350350,0,COCTG,ITLVO/USSXT/ITLIV,Checked,,,13.6,13.8,,14.6,,,,,,,,,,
100586,,SEGU9867162,0,COCTG,ITGOA/COCTG/ITGOA,Unchecked,,,-21,-22.7,,-20.2,,,,,,,,,,
421108,,SEKU9054064,0,COCTG,ESVLC/USSXT/ESVLC,Checked,,,-18,-20.19,,-17.88,,,,,,,,,,
100982,,TEMU9891714,0,COCTG,ITGOA/USHOU/ITGOA,Unchecked,,,-23,-24.4,,-22.6,,,,,,,,,,
140382(*),,CRSU6099140,0,COCTG,ITLVO/GPPTP/ITLIV,Checked,,,13.6,13.25,,14.06,,,,,,,,,,
100686,,TEMU9891627,0,COCTG,ITGOA/MQFDF/ITGOA,Unchecked,,,-20,-21.7,,-19.7,,,,,,,,,,
421210,,CGMU5350262,0,COCTG,ESVLC/USHOU/ESVLC,Checked,,,-30,-32.1,,-29.4,,,,,,,,,,
20384,,SZLU9632618,0,COCTG,FRMRS/USHOU/FRMRS,Unchecked,,,-18,-20.6,,-17.8,,,,,,,,,,
100788,,APRU5722065,0,COCTG,ITGOA/USHOU/ITGOA,Unchecked,,,-20,-21.5,,-19.6,,,,,,,,,,
421212,,OTPU6334602,0,COCTG,ESVLC/USHOU/ESVLC,Checked,,,-18,-20.84,,-18.2,,,,,,,,,,
421106,,BMOU9644475,0,COCTG,ESVLC/ESALG/ESVLC,Checked,,,3,3.31,,3,,,0,,,,0,0.2,,
100684,,CGMU5428680,0,COCTG,ITGOA/MQFDF/ITGOA,Checked,,,-21,-19.73,,-20.75,,,,,,,,,,
421008,,CGMU5281541,0,COCTG,ESVLC/ESALG/ESVLC,Checked,,,2,2.2,,2.6,,,,,,,,,,
140186(*),,CXRU1260158,0,COCTG,ITLVO/MAAGA/ITLIV,Checked,,,13.6,13.55,,14.02,,,,,,,,,,
420912,,TTNU8420939,0,COCTG,ESVLC/USHOU/ESVLC,Unchecked,,,-18,-20.3,,-18.2,,,,,,,,,,
100786,,CGMU5319863,0,COCTG,ITGOA/COCTG/ITGOA,Checked,,,-21,-24.9,,-20.81,,,,,,,,,,
140486(*),,CGMU4990938,0,COCTG,ITLVO/GPPTP/ITLIV,Checked,,,13.6,14.12,,14.78,,,,,,,,,,
421012,,TCLU1015596,0,COCTG,ESVLC/COCTG/ESVLC,Unchecked,,,13,13.3,,14.2,,,,,,,,,,
101084,,CGMU5177809,0,COCTG,ITGOA/COCTG/ITGOA,Checked,,,-21,-24.4,,-19.7,,,,,,,,,,
100584,,TTNU8659409,0,COCTG,ITGOA/MQFDF/ITGOA,Checked,,,-23,-22.59,,-23.51,,,,,,,,,,
421208,,APRU5731278,0,COCTG,ESVLC/ESALG/ESVLC,Unchecked,,,2,2.1,,3.2,,,,,,,,,,
100886,,TEMU9889321,0,COCTG,ITGOA/COCTG/ITGOA,Unchecked,,,-20,-21.7,,-19.8,,,,,,,,,,
140082(*),,CGMU9370924,0,COCTG,ITLVO/USSXT/ITLIV,Checked,,,13.6,13.64,,13.96,,,,,,,,,,
421010,,TCLU1208240,0,COCTG,ESVLC/COCTG/ESVLC,Unchecked,,,-18,-19.6,,-17.9,,,,,,,,,,
101282,,TEMU9433901,0,COCTG,ITGOA/MQFDF/ITGOA,Unchecked,,,-21,-23.3,,-20.7,,,,,,,,,,
100784,,SZLU9104760,0,COCTG,ITGOA/COCTG/ITGOA,Unchecked,,,-23,-24.2,,-22.7,,,,,,,,,,
101384,,TRIU8654675,0,COCTG,ITGOA/ESALG/ITGOA,Unchecked,,,-20,-22.6,,-19.7,,,,,,,,,,
101482,,CGMU5503778,0,COCTG,ITGOA/MQFDF/ITGOA,Checked,,,-23,-22.89,,-22.73,,,,,,,,,,
260984(*),,CGMU4996279,0,ESALG,ITLVO/MAAGA/ITLIV,Checked,,,-20,-23.35,,-19.8,,,,,,,,,,
100102,,CGMU5295397,0,ESALG,JMKIN/ESVGO/JMKIN,Checked,,,-20,-19.6,,-19.3,,,,,,,,,,
100108,,CGMU5452393,0,ESALG,COCTG/ESALG/CLSAI,Checked,,,18,17.6,,18.6,,,,,,,,,,
101086,,IKSU5201900,0,ESALG,ITGOA/ESALG/TWKEL,Unchecked,,,-20,-22.2,,-19.7,,,,,,,,,,
100104,,SZLU9131914,0,ESALG,JMKIN/ESALG/HTLFF,Unchecked,,,-3,-3.1,,-1.9,,,,,,,,,,
100106,,TCLU1215871,0,ESALG,COCTG/ESALG/COBUN,Unchecked,,,-18,-20.4,,-17.9,,,,,,,,,,
300282,,TCLU1223012,0,ESALG,ITGOA/MAAGA/ITGOA,Unchecked,,,-20,-21.6,,-19.8,,,,,,,,,,
101684,,TCLU1375421,0,ESALG,ITGOA/ESALG/TWKEL,Unchecked,,,-20,-22.2,,-19.6,,,,,,,,,,
261084(*),,TEMU9236040,0,ESALG,ITLVO/MAAGA/ITLIV,Checked,,,-20,-19.79,,-20.11,,,,,,,,,,
101682,,TEMU9338817,0,ESALG,ITGOA/ESALG/TWKHH,Unchecked,,,-20,-21.4,,-19.8,,,,,,,,,,
510382,,TRIU6824690,0,ESALG,FRMRS/MRNDB/FRMRS,Unchecked,,,-20,-22.1,,-20.2,,,,,,,,,,
101386,,TRIU8921302,0,ESALG,ITGOA/ESALG/TWKHH,Unchecked,,,-20,-22,,-19.5,,,,,,,,,,
260782(*),,TTNU8700354,0,ESALG,ITLVO/MAAGA/ITLIV,Checked,,,-20,-21.88,,-20,,,0,,,,0,25.5,,
261008,,APRU5801694,0,MTMLA,JMKIN/TRMER/VEEGU,Unchecked,,,18,18,,18.9,,,,,,,,,,
261006,,CXRU1262232,0,MTMLA,JMKIN/TRMER/VEEGU,Unchecked,,,18,18.1,,19,,,,,,,,,,
261010,,CGMU5274835,0,MTMLA,JMKIN/TRMER/VEEGU,Checked,,,18,17.97,,19.63,,,,,,,,,,
460082,,SEGU9293716,0,MTMLA,USHOU/INMUN/USHOU,Unchecked,,,-18,-20,,-17.9,,,,,,,,,,
460282,,SEGU9543570,0,MTMLA,USHOU/INMUN/USHOU,Checked,,,-18,-22.9,,-17.6,,,,,,,,,,
180410,,CGMU5402474,0,MTMLA,FRMRS/SNDKR/TNTUN,Checked,,,-20,-20.8,,-17.7,,,,,,,,,,
180212,,CGMU5237045,0,MTMLA,FRMRS/SNDKR/TNTUN,Unchecked,,,-20,-21.9,,-20,,,,,,,,,,
180112,,CGMU5394321,0,MTMLA,FRMRS/ESBCN/TNTUN,Checked,,,20,20.3,,20.3,,,,,,,,,,
380208,,CGMU5478926,0,MTMLA,MXVER/INMUN/MXVER,Unchecked,,,18,18.1,,19.9,,,,,,,,,,
180312,,CGMU5472759,0,MTMLA,FRMRS/SNDKR/TNTUN,Checked,,,-20,-25.5,,-19.8,,,,,,,,,,
351106,,TRIU6682894,0,MTMLA,USHOU/JOAQJ/USHOU,Unchecked,,,4,4.1,,5.9,,,,,,,,,,
460084,,SZLU9823379,0,MTMLA,USHOU/INMUN/USHOU,Unchecked,,,-18,-19.8,,-18,,,,,,,,,,
180310,,CGMU5094582,0,MTMLA,FRMRS/SNDKR/TNTUN,Unchecked,,,-20,-22.2,,-16.9,,,,,,,,,,
180110,,CAIU5557367,0,MTMLA,FRMRS/SNDKR/TNTUN,Unchecked,,,-20,-20.1,,-20,,,,,,,,,,
180412,,CGMU9412249,0,MTMLA,FRMRS/SNDKR/TNTUN,Unchecked,,,-20,-23.2,,-20,,,,,,,,,,
180210,,CGMU5187704,0,MTMLA,FRMRS/SNDKR/TNTUN,Checked,,,-20,-24.9,,-19.6,,,,,,,,,,
380210,,SZLU9851806,0,MTMLA,MXVER/ITNAP/MXVER,Unchecked,,,18,18.1,,19,,,,,,,,,,
341210,,APRU5746133,0,MTMLA,DOCAU/INCOK/DOCAU,Unchecked,,,-21,-22.9,,-20.9,,,,,,,,,,
380206,,CGMU5519408,0,MTMLA,MXVER/INMUN/MXVER,Checked,,,18,18,,17.9,,,,,,,,,,
341208,,CGMU5026485,0,MTMLA,DOCAU/INCOK/DOCAU,Checked,,,-20,-23.63,,-19.61,,,,,,,,,,
341206,,CGMU5309741,0,MTMLA,DOCAU/INCOK/DOCAU,Checked,,,-21,-23.6,,-14,,,,,,,,,,
460284,,CAIU5692140,0,MTMLA,USHOU/INMUN/USHOU,Unchecked,,,-18,-20,,-17.9,,,,,,,,,,
180182,,CGMU9389196,2,MTMLA,FRMRS/SNDKR/TNTUN,Checked,,,-20,-19.68,,-20.21,,,,,,,,,,
,,CGMU3076384,1,,,Unchecked,,,-20,-23.19,,-19.79,,,,,,,,,,
380708,,BMOU9801240,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
300508,,CGMU5095721,0,ITLIV,USHOU/ITLIV/USHOU,Indeterminate,,,,,,,,,,,,,,,,
380508,,CGMU5139286,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
380910,,CGMU5300240,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
260906,,CGMU5308880,0,ITLIV,JMKIN/ITLIV/JMKIN,Indeterminate,,,,,,,,,,,,,,,,
61284,,CGMU5316972,0,ITLIV,MQFDF/ITLIV/MQFDF,Indeterminate,,,,,,,,,,,,,,,,
380486,,CGMU5333917,0,ITLIV,MXVER/ITLIV/MXVER,Indeterminate,,,,,,,,,,,,,,,,
380710,,CGMU5399616,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
380706,,CGMU5420821,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
300612,,CGMU5421469,0,ITLIV,USHOU/ITLIV/USHOU,Indeterminate,,,,,,,,,,,,,,,,
380506,,CGMU5518823,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
380906,,CGMU6543610,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
300708,,CXRU1250078,0,ITLIV,USHOU/ITLIV/USHOU,Indeterminate,,,,,,,,,,,,,,,,
421282,,CXRU1540919,0,ITLIV,ESVLC/ITLIV/ESVLC,Indeterminate,,,,,,,,,,,,,,,,
380908,,CXRU1626680,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
380712,,CXRU1634900,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
340112,,SZLU9190429,0,ITLIV,GPPTP/ITLIV/GPPTP,Indeterminate,,,,,,,,,,,,,,,,
380512,,SZLU9210227,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
380510,,TEMU9434301,0,ITLIV,COCTG/ITLIV/COCTG,Indeterminate,,,,,,,,,,,,,,,,
421482,,TRIU8139459,0,ITLIV,ESVLC/ITLIV/ESVLC,Indeterminate,,,,,,,,,,,,,,,,
300812,,TTNU8690662,0,ITLIV,USHOU/ITLIV/USHOU,Indeterminate,,,,,,,,,,,,,,,,
