Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
460410,,TEMU9880915,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Checked,,,20,20.19,,20.44,,,0,,,,0,25.5,,
460412,,CGMU5144770,0,JMKIN,MXVER/JMKIN/ESALG/MXVER,Checked,,,20,20,,21.1,,,,,,,,,,
341384,,CGMU5262942,0,USHOU,MTMLA/USHOU/QAHMD,Checked,,,9.4,8.75,,9.53,,,,,,,,,,
380512,,SEGU9156267,0,USHOU,ESALG/USHOU/CDMAT,Unchecked,,,-18,-20.3,,-18.1,,,,,,,,,,
421306,,TEMU9444423,0,USHOU,ESVLC/USHOU/ESVLC,Unchecked,,,9,9.2,,9.3,,,,,,,,,,
380510,,CGMU5174604,0,USHOU,ESALG/USHOU/GHTEM,Unchecked,,,-18,-19.8,,-17.8,,,,,,,,,,
341382,,TTNU8777084,0,USHOU,MTMLA/USHOU/TRAVC,Unchecked,,,20,20,,20.7,,,,,,,,,,
341182,,TTNU8840356,0,USHOU,MTMLA/USHOU/AEJEA,Unchecked,,,5,5,,5.6,,,,,,,,,,
380508,,SZLU9191997,0,USHOU,ESALG/BRITJ/GHTEM,Unchecked,,,-18,-20.9,,-18.1,,,,,,,,,,
,,RMMU4383880,2,,,Checked,,,,,,,,,,,,,,,,
