Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
300608,,CAIU5589507,0,MXVER,ESALG/ESALG,Unchecked,,,6.5,6.5,,7.5,,,,8,,,,5.7,,
341184,,SZLU9566516,0,MXVER,**MLT/**MLT,Checked,,,18,17.86,,18.03,,,,,,,,,,
341486,,TTNU8038470,0,MXVER,**MLT/**MLT,Unchecked,,,18,17.9,,18.7,,,,,,,,,,
420610,,CGMU5451714,0,MXVER,ESVLC/ESVLC,Checked,,,0,0.1,,1.4,,,,,,,,,,
300906,,CAIU5535497,0,MXVER,ESALG/ESALG,Unchecked,,,5.5,5.5,,6,,,,8.5,,,,4.9,,
340982,,TTNU8628389,0,MXVER,**MLT/**MLT,Checked,,,7.19,7.25,,7.19,,,5,6.7,,,5,5.2,,
300908,,CAIU5557984,0,MXVER,ESALG/ESALG,Unchecked,,,5,5,,5.5,,,,9.2,,,,5.6,,
301012,,TLLU1079109,0,MXVER,ESALG/ESALG,Unchecked,,,6,5.9,,6.5,,,,3.9,,,,6.1,,
341484,,CGMU9375340,0,MXVER,**MLT/**MLT,Unchecked,,,13.5,13.4,,14.4,,,,,,,,,,
420612,,CGMU5432571,0,MXVER,ESVLC/ESVLC,Checked,,,0,-0.04,,0.62,,,,,,,,,,
420602,,CGMU9408486,0,MXVER,ESVLC/ESVLC,Checked,,,1,0.99,,1.68,,,,,,,,,,
420606,,SEGU9226600,0,MXVER,ESVLC/ESVLC,Unchecked,,,1,1,,1.9,,,,,,,,,,
420608,,SZLU9495876,0,MXVER,ESVLC/ESVLC,Checked,,,1,1.07,,1.55,,,,,,,,,,
420802,,CGMU5338591,0,MXVER,ESVLC/ESVLC,Unchecked,,,1,0.8,,1.8,,,,,,,,,,
420604,,CGMU5173629,0,MXVER,ESVLC/ESVLC,Checked,,,1,1.1,,1.7,,,,,,,,,,
341482,,CRSU6093310,0,MXVER,**MLT/**MLT,Unchecked,,,13.5,13.4,,13.8,,,,,,,,,,
340984,,SEKU9056853,0,MXVER,**MLT/**MLT,Checked,,,18,18.19,,18.88,,,,,,,,,,
300812,,TLLU1053378,0,MXVER,ESALG/ESALG,Unchecked,,,6,5.9,,6.7,,,,4,,,,5.5,,
341186,,CGMU5555540,0,MXVER,**MLT/**MLT,Checked,,,18,18,,18.6,,,,,,,,,,
300506,,TLLU1049906,0,MXVER,ESALG/ESALG,Unchecked,,,6.6,6.6,,7.4,,,,5.3,,,,6.1,,
261688,,CGMU5567031,0,MXVER,COCTG/PAMIT,Checked,,,18,18,,18.6,,,,,,,,,,
300808,,CAIU5533318,0,MXVER,ESALG/ESALG,Unchecked,,,5.5,5.5,,6.5,,,,5.2,,,,6.1,,
