Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
580284,,APRU6139664,0,ESBCN,JMKIN/ESBCN/MXPGO,Unchecked,,,-22,-23.7,,-21.6,,,,,,,,,,
260084,,GESU9588604,0,ESBCN,DOCAU/ESBCN/DOCAU,Unchecked,,,3,3.5,,4.2,,,,,,,,,,
580682,,TCLU1142380,0,ESBCN,MXVER/ESBCN/MXVER,Unchecked,,,-22,-21.7,,-21.7,,,,,,,,,,
580884,,TRIU8654232,0,ESBCN,MXVER/ESBCN/MXVER,Unchecked,,,-22,-23.2,,-21.8,,,,,,,,,,
260210,,CGMU6511079,0,ESBCN,COCTG/ESBCN/MXZLO,Unchecked,,,-18,-20.1,,-17.7,,,,,,,,,,
101384,,APRU6127658,0,ESBCN,GPPTP/ESBCN/GPPTP,Unchecked,,,15,15.5,,16.2,,,,,,,,,,
260208,,TCLU1377980,0,ESBCN,COCTG/ESBCN/COCTG,Unchecked,,,-22,-23.7,,-21.6,,,,,,,,,,
260412,,APRU5779348,0,ESBCN,JMKIN/ESBCN/VELAG,Unchecked,,,-22,-23.7,,-21.6,,,,,,,,,,
580688,,TTNU8641360,0,ESBCN,MXVER/ESBCN/MXVER,Unchecked,,,20,20.3,,20.8,,,,,,,,,,
300482,,CGMU9383330,0,ESBCN,MQFDF/ESBCN/MQFDF,Unchecked,,,-25,-26.8,,-24.4,,,,,,,,,,
420482,,TTNU8689091,0,ESVLC,JMKIN/ESVLC/MXPGO,Checked,,,-20,-25.02,,-20.39,,,,,,,,,,
420282,,CGMU9289073,0,ESVLC,JMKIN/ESVLC/VEGUT,Checked,,,15,16.81,,15.99,,,,,,,,,,
341082,,CGMU5416246,1,ESVLC,USHOU/ESVLC/USHOU,Checked,,,-18,-16.7,,-17.2,,,,,,,,,,
341086,,CGMU5363589,0,ESVLC,USHOU/PTSET/USHOU,Checked,,,-21,-22.28,,-20.81,,,,,,,,,,
341282,,AMCU9276965,0,ESVLC,USHOU/ESVLC/USHOU,Checked,,,-3,-3.01,,-2.05,,,,,,,,,,
340888,,TEMU9044031,0,ESVLC,USHOU/PTSET/USHOU,Unchecked,,,-21,-24.5,,-20.5,,,,,,,,,,
341084,,APRU5855860,0,ESVLC,USHOU/ESVLC/USHOU,Unchecked,,,-22,-25.3,,-21.6,,,,,,,,,,
341284,,CAIU5545849,0,ESVLC,USHOU/ESVLC/USHOU,Unchecked,,,-22,-21.3,,-21.7,,,,,,,,,,
341286,,TRIU8039043,0,ESVLC,USHOU/PTSET/USHOU,Unchecked,,,-21,-23.2,,-20,,,,,,,,,,
420484,,TEMU9275513,0,ESVLC,JMKIN/ESVLC/CRMOB,Unchecked,,,-20,-19.5,,-19,,,,,,,,,,
420486,,TCLU1069925,0,ESVLC,JMKIN/ESVLC/CUMAR,Unchecked,,,-18,-22.9,,-17.5,,,,,,,,,,
420488,,CGMU9368995,0,ESVLC,JMKIN/ESVLC/VEPBL,Unchecked,,,4,4.4,,5,,,,,,,,,,
430410,,TRIU6626972,0,ESVLC,JMKIN/ESVLC/PFPPT,Unchecked,,,-20,-24.5,,-20.3,,,,,,,,,,
460082,,SZLU9207202,0,ESVLC,COCTG/ESVLC/CLSAI,Unchecked,,,-18,-17.6,,-17.5,,,,,,,,,,
460084,,CGMU5406989,0,ESVLC,COCTG/ESVLC/PECLL,Checked,,,-20,-25.4,,-19.9,,,,,,,,,,
460086,,TCLU1032778,0,ESVLC,COCTG/ESVLC/CLSAI,Unchecked,,,16,16.3,,17.1,,,,,,,,,,
460088,,CGMU9350240,0,ESVLC,COCTG/ESVLC/PAMIT,Checked,,,3,1.14,,3,,,,,,,,,,
460182,,SEGU9541854,0,ESVLC,COCTG/ESVLC/CLSAI,Checked,,,-18,-22.3,,-18,,,,,,,,,,
460184,,CGMU5267939,0,ESVLC,COCTG/ESVLC/CLSAI,Checked,,,-18,-17.78,,-18.28,,,,,,,,,,
460186,,CGMU4932680,0,ESVLC,COCTG/ESVLC/CLSAI,Checked,,,4,4.03,,5.43,,,,,,,,,,
460188,,CGMU5118344,0,ESVLC,COCTG/ESVLC/COCTG,Checked,,,3,3,,4.1,,,,,,,,,,
460282,,TTNU8264800,0,ESVLC,COCTG/ESVLC/PAMIT,Unchecked,,,3,3.2,,3.5,,,,,,,,,,
460284,,CGMU5512044,0,ESVLC,COCTG/ESVLC/PECLL,Checked,,,-20,-23.92,,-21.01,,,,,,,,,,
460286,,SEGU9078354,0,ESVLC,COCTG/ESVLC/PECLL,Unchecked,,,-20,-19.7,,-19.8,,,,,,,,,,
460288,,TTNU8288910,0,ESVLC,COCTG/ESVLC/COCTG,Unchecked,,,8,8.3,,8.6,,,,,,,,,,
460382,,TRIU8792139,0,ESVLC,COCTG/ESVLC/CLSAI,Unchecked,,,-18,-22.8,,-18.2,,,,,,,,,,
460384,,TRIU8490102,0,ESVLC,COCTG/ESVLC/CLSAI,Unchecked,,,-18,-22.3,,-18,,,,,,,,,,
460386,,APRU5829310,0,ESVLC,COCTG/ESVLC/PECLL,Unchecked,,,-20,-21.7,,-19.9,,,,,,,,,,
460388,,CGMU5481690,0,ESVLC,COCTG/ESVLC/CLSAI,Checked,,,-18,-17.54,,-18.41,,,,,,,,,,
460482,,CGMU5332649,0,ESVLC,COCTG/ESVLC/PAMIT,Unchecked,,,3,3.4,,3.8,,,,,,,,,,
460484,,CGMU5138459,0,ESVLC,COCTG/ESVLC/PECLL,Checked,,,-20,-26.7,,-20.7,,,,,,,,,,
460486,,CGMU6546938,0,ESVLC,COCTG/ESVLC/CLSAI,Checked,,,-18,-21.13,,-16.88,,,,,,,,,,
500084,,CGMU5372636,1,ESVLC,GPPTP/ESVLC/PRSJU,Checked,,,4,4.3,,5.3,,,,,,,,,,
500086,,CXRU1525088,0,ESVLC,GPPTP/ESVLC/GPPTP,Unchecked,,,2,2.1,,2.6,,,,,,,,,,
500184,,TCLU1164413,0,ESVLC,GPPTP/ESVLC/GPPTP,Unchecked,,,2,2.4,,2.8,,,,,,,,,,
500284,,CGMU9351312,0,ESVLC,GPPTP/ESVLC/GPPTP,Checked,,,2,0.12,,2.43,,,,,,,,,,
581082,,TCLU1206653,0,ESVLC,DOCAU/ESVLC/DOCAU,Unchecked,,,-20,-23.3,,-20,,,,,,,,,,
581084,,TCLU1160911,0,ESVLC,DOCAU/ESVLC/DOCAU,Unchecked,,,-20,-18.7,,-19,,,,,,,,,,
581086,,TRIU8978186,0,ESVLC,DOCAU/ESVLC/DOCAU,Unchecked,,,4,4.3,,4.8,,,,,,,,,,
581282,,SEGU9745842,0,ESVLC,DOCAU/ESVLC/DOCAU,Unchecked,,,-20,-22.5,,-19,,,,,,,,,,
581284,,BMOU9737726,0,ESVLC,DOCAU/ESVLC/DOCAU,Checked,,,5,5.13,,5.88,,,,,,,,,,
581286,,TRIU8767584,0,ESVLC,DOCAU/ESVLC/DOCAU,Unchecked,,,-20,-23.6,,-19.7,,,,,,,,,,
581386,,TLLU1160165,0,ESVLC,MXVER/ESVLC/MXVER,Unchecked,,,4,4.3,,4.7,,,,,,,,,,
