Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
301012,,TLLU1079109,0,MXVER,ESALG/ESALG,Unchecked,,,6,6,,6.5,,,,4,,,,6.3,,
341484,,CGMU9375340,0,MXVER,**MLT/**MLT,Unchecked,,,13.5,13.6,,14.2,,,,,,,,,,
420612,,CGMU5432571,0,MXVER,ESVLC/ESVLC,Checked,,,0,0.01,,0.39,,,,,,,,,,
420602,,CGMU9408486,0,MXVER,ESVLC/ESVLC,Checked,,,1,2.24,,2.13,,,,,,,,,,
420606,,SEGU9226600,0,MXVER,ESVLC/ESVLC,Unchecked,,,1,0.9,,1.7,,,,,,,,,,
420608,,SZLU9495876,0,MXVER,ESVLC/ESVLC,Checked,,,1,0.99,,1.65,,,,,,,,,,
420802,,CGMU5338591,0,MXVER,ESVLC/ESVLC,Unchecked,,,1,1,,1.8,,,,,,,,,,
420604,,CGMU5173629,0,MXVER,ESVLC/ESVLC,Checked,,,1,1.1,,1.8,,,,,,,,,,
341482,,CRSU6093310,0,MXVER,**MLT/**MLT,Unchecked,,,13.5,13.6,,13.7,,,,,,,,,,
340984,,SEKU9056853,0,MXVER,**MLT/**MLT,Checked,,,18,18.13,,18.81,,,,,,,,,,
300812,,TLLU1053378,0,MXVER,ESALG/ESALG,Unchecked,,,6,6,,6.9,,,,4,,,,6.4,,
341186,,CGMU5555540,0,MXVER,**MLT/**MLT,Checked,,,18,18,,18.7,,,,,,,,,,
300506,,TLLU1049906,0,MXVER,ESALG/ESALG,Unchecked,,,6.6,6.6,,7.5,,,,7.3,,,,5,,
261688,,CGMU5567031,0,MXVER,COCTG/PAMIT,Checked,,,18,18,,18.8,,,,,,,,,,
300808,,CAIU5533318,0,MXVER,ESALG/ESALG,Unchecked,,,5,4.9,,6,,,,5,,,,4.8,,
,,CGMU5405880,1,,,Checked,,,13.2,13.4,,14.7,,,,,,,,,,
,,CGMU5017879,1,,,Checked,,,5.5,6.66,,6.48,,,,,,,,,,
,,CGMU5236938,1,,,Checked,,,13.3,13.29,,16.38,,,,,,,,,,
,,CGMU5290923,1,,,Checked,,,13.2,13.3,,14.8,,,,,,,,,,
,,TEMU9220505,1,,,Checked,,,13.3,11.29,,13.77,,,,,,,,,,
,,OTPU6340945,1,,,Checked,,,13.2,13.26,,14.89,,,,,,,,,,
,,CGMU6538911,1,,,Checked,,,13.19,13.5,,14.69,,,,,,,,,,
,,TTNU8876390,1,,,Checked,,,13.31,13.19,,18.56,,,0,,,,0,25.5,,
,,CGMU9370689,1,,,Checked,,,13.2,13.25,,13.39,,,,,,,,,,
,,TCLU1340549,1,,,Checked,,,13.3,13.3,,15,,,,,,,,,,
,,CGMU6532050,1,,,Checked,,,13.19,13.31,,15.19,,,,,,,,,,
,,AMCU9274643,1,,,Checked,,,13.3,13.33,,17.93,,,,,,,,,,
,,CGMU5459084,1,,,Checked,,,13.3,13.6,,15.7,,,,,,,,,,
,,CGMU5360044,1,,,Checked,,,13.2,13.18,,14.26,,,,,,,,,,
,,CGMU5327257,1,,,Checked,,,13.2,13.16,,13.81,,,,,,,,,,
,,CGMU4945800,1,,,Checked,,,13.19,13.31,,16.81,,,,,,,,,,
,,CGMU5462149,1,,,Checked,,,7,6.6,,9.4,,,,,,,,,,
,,TEMU9577426,1,,,Checked,,,13.3,13.27,,14.69,,,,,,,,,,
,,CGMU5355536,1,,,Checked,,,13.2,13.19,,13.87,,,,,,,,,,
,,CGMU5544864,1,,,Checked,,,13.3,13.3,,15.6,,,,,,,,,,
,,SZLU9492938,1,,,Checked,,,13.2,13.18,,13.91,,,,,,,,,,
,,CGMU5142720,1,,,Checked,,,13.2,13.2,,16.5,,,,,,,,,,
,,CGMU5314820,1,,,Checked,,,13.2,13.7,,15.4,,,,,,,,,,
,,CGMU5545855,1,,,Checked,,,13.2,13.3,,15.7,,,,,,,,,,
,,TCLU1284996,1,,,Checked,,,13.31,13.19,,14.5,,,0,,,,0,25.5,,
,,SEGU9534027,1,,,Checked,,,-28,-29.7,,-25.6,,,,,,,,,,
,,TTNU8875727,1,,,Checked,,,13.19,13.06,,15.25,,,0,,,,0,25.5,,
,,CGMU9384091,1,,,Checked,,,13.3,13.27,,15.83,,,,,,,,,,
,,CGMU9371793,1,,,Checked,,,6,5.97,,6.99,,,,,,,,,,
,,CGMU9389663,1,,,Checked,,,6.5,6.47,,7,,,,,,,,,,
,,CGMU5561434,1,,,Checked,,,13.2,13.3,,16.3,,,,,,,,,,
,,CGMU5257191,1,,,Checked,,,13.3,13.28,,15.09,,,,,,,,,,
,,CGMU4947736,1,,,Checked,,,12.81,12.19,,17.63,,,,,,,,,,
,,SZLU9493169,1,,,Checked,,,13.3,13.3,,14.47,,,,,,,,,,
,,CGMU5354822,1,,,Checked,,,13.3,12.38,,13.78,,,,,,,,,,
,,CGMU5121142,1,,,Checked,,,13.2,13.2,,14.9,,,,,,,,,,
,,CGMU9322675,1,,,Checked,,,7,5.07,,7.06,,,,,,,,,,
,,CXRU1579130,1,,,Checked,,,13.3,13.28,,14.43,,,,,,,,,,
,,CGMU5554841,1,,,Checked,,,13.2,13,,17.4,,,,,,,,,,
,,RMMU4493600,2,,,Checked,,,,,,,,,,,,,,,,
,,CAIU5694924,1,,,Checked,,,13.31,13.19,,15.06,,,0,,,,0,25.5,,
,,CGMU5313274,1,,,Checked,,,13.3,13.6,,18.7,,,,,,,,,,
,,CGMU5272323,1,,,Checked,,,13.3,19.14,,19.58,,,,,,,,,,
,,CGMU6537411,1,,,Checked,,,13.88,14.5,,15.13,,,,,,,,,,
,,AMCU9275737,1,,,Checked,,,13.3,12.95,,13.83,,,,,,,,,,
,,CGMU5111139,1,,,Checked,,,13.3,13.4,,17.9,,,,,,,,,,
,,CGMU9358282,1,,,Checked,,,13.3,13.36,,14.63,,,,,,,,,,
,,CGMU9378289,1,,,Checked,,,13.3,13.29,,15.22,,,,,,,,,,
,,CGMU5243876,1,,,Checked,,,13.3,13.5,,14.52,,,,,,,,,,
,,CGMU5304483,1,,,Checked,,,13.2,13.7,,15.1,,,,,,,,,,
,,CGMU5561943,1,,,Checked,,,13.3,13.3,,15.4,,,,,,,,,,
,,CGMU5097220,1,,,Checked,,,13.3,13.3,,15.5,,,,,,,,,,
,,CGMU6531558,1,,,Checked,,,13.88,13.88,,15.19,,,,,,,,,,
,,CGMU6517919,1,,,Checked,,,,,,,,,,,,,,,,
