Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
380282,,TTNU8295478,0,ESVLC,MXVER/ESVLC/MXVER,Unchecked,,,-18,-20.8,,-18.1,,,,,,,,,,
380284,,TEMU9155159,0,ESVLC,MXVER/ESVLC/MXVER,Checked,,,-20,-18.5,,-19.2,,,,,,,,,,
380286,,CGMU5398902,0,ESVLC,MXVER/ESVLC/MXVER,Checked,,,20,20.4,,20.8,,,,,,,,,,
380382,,CRLU1610056,0,ESVLC,MXVER/ESVLC/MXVER,Unchecked,,,-20,-22,,-20,,,,,,,,,,
380384,,SZLU9028233,0,ESVLC,MXVER/ESVLC/MXVER,Unchecked,,,-20,-21.7,,-20.1,,,,,,,,,,
380412,,CGMU5073403,0,ESVLC,MXVER/ESVLC/MXVER,Unchecked,,,-18,-21.6,,-17.9,,,,,,,,,,
380482,,TCLU1338942,0,ESVLC,MXVER/ESVLC/MXVER,Checked,,,-18,-19.3,,-16.8,,,,,,,,,,
380484,,TEMU9876849,0,ESVLC,MXVER/ESVLC/MXVER,Checked,,,-20,-21.75,,-20,,,0,,,,0,25.5,,
511082,,TRIU6641302,0,ESVLC,MXVER/ESVLC/MXVER,Unchecked,,,4,4.1,,4.9,,,,,,,,,,
340310,,CGMU5144662,0,DOCAU,MXVER/DOCAU/MXVER,Checked,,,23,23,,23.5,,,,,,,,,,
340308,,APRU6107076,0,DOCAU,MXVER/DOCAU/MXVER,Unchecked,,,23,23.1,,23.9,,,,,,,,,,
340306,,TCLU1060316,0,DOCAU,MXVER/DOCAU/MXVER,Unchecked,,,23,23.2,,24,,,,,,,,,,
461082,,CGMU5527194,0,COCTG,USHOU/COCTG/USHOU,Checked,,,-21,-27.5,,-20.9,,,,,,,,,,
460402,,SZLU9224339,0,COCTG,MXVER/COCTG/MXVER,Checked,,,-0.5,-0.47,,0.18,,,,,,,,,,
460404,,BMOU9616410,0,COCTG,MXVER/COCTG/MXVER,Checked,,,0,-0.13,,1,,,0,,,,0,25.5,,
461282,,TTNU8840973,0,COCTG,USHOU/COCTG/USHOU,Unchecked,,,-21,-22.6,,-20.9,,,,,,,,,,
190110,,CGMU3080105,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Unchecked,,,15,15,,15.8,,,,,,,,,,
180310,,TEMU9224136,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Unchecked,,,18,18,,18.8,,,,,,,,,,
180410,,TTNU8293916,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Unchecked,,,18,17.9,,18.8,,,,,,,,,,
180312,,TRIU8781176,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Unchecked,,,18,18.1,,18.8,,,,,,,,,,
180210,,TEMU9267605,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Unchecked,,,-24,-25.8,,-23.9,,,,,,,,,,
180412,,TTNU8880298,1,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Checked,,,-24,-25.94,,-23.44,,,0,,,,0,25.5,,
460406,,AMCU9299261,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Checked,,,-20,-24.7,,-20,,,,,,,,,,
460408,,CGMU5304014,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Checked,,,20,20.3,,20.7,,,,,,,,,,
460410,,TEMU9880915,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Checked,,,20,20.44,,20.31,,,0,,,,0,25.5,,
460412,,CGMU5144770,0,JMKIN,MXVER/JMKIN/FRLEH/MXVER,Checked,,,20,20,,20.9,,,,,,,,,,
261082,,CGMU5275765,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Checked,,,-18,-20.61,,-18.06,,,,,,,,,,
261182,,APRU5824513,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Unchecked,,,-18,-20.7,,-17.9,,,,,,,,,,
261282,,CGMU5316838,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Checked,,,-18,-17.09,,-18.07,,,,,,,,,,
260982,,AXIU6105324,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Unchecked,,,-18,-20,,-17.7,,,,,,,,,,
261482,,CGMU5286482,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Unchecked,,,-18,-20.6,,-18.3,,,,,,,,,,
260882,,CGMU5409381,1,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Checked,,,-18,-21.6,,-17.2,,,,,,,,,,
261382,,CGMU5444037,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Checked,,,-18,-20.2,,-4.5,,,,,,,,,,
260682,,CGMU9313502,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Checked,,,-18,-20.84,,-18.05,,,,,,,,,,
260782,,SZLU9000051,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Unchecked,,,-18,-19.3,,-18.1,,,,,,,,,,
260582,,SZLU9154150,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Unchecked,,,-18,-21.2,,-18.1,,,,,,,,,,
261582,,TTNU8875075,0,JMKIN,USHOU/JMKIN/BRVCO/USHOU,Checked,,,-18,-20.75,,-18.06,,,0,,,,0,25.5,,
