Location,,ContainerID,Alms,LoadPort,Disch.Port,,Monitored,,Temp SP,Supply,,,Return,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
341682,,CGMU5461651,0,USHOU,ESALG/USHOU/CGPNR,,Checked,,-18,-20.3,,,-16.8,,,,,,,,,
300082,,TTNU8204781,0,USHOU,PAMIT/INNSA/CLSAI,,Unchecked,,-23,-23.2,,,-23.8,,,,,,,,,
100884,,CGMU5153746,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.3,,,21.4,,,,,,,,,
100888,,GESU9601481,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.2,,,21.3,,,,,,,,,
340582,,SZLU9017033,0,USHOU,ESALG/USHOU/GALBV,,Unchecked,,-18,-18.4,,,-19.8,,,,,,,,,
100682,,TRIU8134185,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,20.9,,,21.3,,,,,,,,,
340882,,APRU5820267,0,USHOU,ESALG/USHOU/GALBV,,Unchecked,,-18,-18.1,,,-19.1,,,,,,,,,
341382,,SZLU9642004,0,USHOU,ESALG/USHOU/GALBV,,Unchecked,,-18,-18.3,,,-19.7,,,,,,,,,
100886,,CXRU1322440,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.2,,,21.6,,,,,,,,,
340884,,CGMU5306260,0,USHOU,ESALG/USHOU/GALBV,,Checked,,-18,-20,,,2.4,,,,,,,,,
100688,,CGMU5445917,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.1,,,21.3,,,,,,,,,
340682,,GESU9556633,0,USHOU,ESALG/USHOU/GALBV,,Checked,,-18,-18.45,,,-17.72,,,,,,,,,
300284,,SZLU9027854,0,USHOU,PAMIT/USHOU/CLSAI,,Unchecked,,2,2.2,,,2.2,,,,,,,,,
341482,,TCLU1141552,0,USHOU,ESALG/ITGOA/CGPNR,,Unchecked,,-18,-18.2,,,-18.4,,,,,,,,,
100686,,TRIU8664781,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,20.9,,,21.3,,,,,,,,,
100684,,TTNU8604725,0,USHOU,ESBCN/ESBCN/ESBCN,,Unchecked,,21,21.1,,,21.4,,,,,,,,,
100882,,CGMU5199900,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.3,,,21.6,,,,,,,,,
,,HDMU5494422,2,,,,Checked,,21.13,21.38,,,21.69,,,,,,,,,
