Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
270104,,CGMU2990712,0,GPPTP,,FRMRS/FRMRS,,,,Checked,20,"20,01",,"20,19"
421386,,CGMU5431240,0,PAMIT,,ESVLC/ESVLC,,,,Checked,-23,"-26,84",,"-24,32"
421384,,CGMU4987894,0,PAMIT,,ESVLC,,,,Checked,-25,"-28,64",,"-24,94"
421582,,CGMU5276334,0,PAMIT,,ESVLC/ESVLC,,,,Checked,-25,"-23,48",,"-24,97"
461382,,CGMU5242165,0,PAMIT,,FRMRS/FRMRS,,,,Unchecked,-18,"-23,79",,"-18,12"
421382,,CGMU4947572,0,PAMIT,,ESVLC/ESVLC,,,,Checked,-25,"-28,375",,"-24,375"
421586,,CGMU5306151,0,PAMIT,,ESVLC/ESVLC,,,,Checked,-20,"-23,9",,"-19,5"
,,RMMU4077780,2,,,,,,,Unchecked,,,,
300208,,CGMU5081604,0,PAMIT,,ESBCN,,,,Checked,"-17,8","-17,26",,"-17,66"
300206,,CGMU5429449,0,PAMIT,,ESBCN/ESBCN,,,,Checked,-20,"-19,66",,"-19,91"
421584,,TGHU9936805,0,PAMIT,,ESVLC/ESVLC,,,,Unchecked,,,,
420582,,CGMU5355346,0,CRMOB,,ESBCN,,,,Checked,"13,9","13,59",,"13,89"
420982,,CGMU5118112,0,CRMOB,,ESBCN,,,,Checked,"13,9","13,9",,"14,6"
420986,,CGMU5183761,0,CRMOB,,ESBCN,,,,Checked,"13,9","13,69",,"14,65"
420984,,CGMU5106934,0,CRMOB,,ESBCN,,,,Checked,"13,9","13,9",,"14,4"
420782,,CGMU5054595,0,CRMOB,,ESBCN,,,,Checked,"13,9","15,19",,"14,9"
180182,,CGMU5318580,0,CRMOB,,ESBCN,,,,Checked,"13,9","14,43",,"13,98"
420806,,TLLU1080429,0,CRMOB,,ESVLC,,,,Checked,-23,"-243,125",,"-230,625"
421110,,CGMU5244110,0,CRMOB,,ESVLC,,,,Checked,"13,9","14,19",,"13,96"
180684,,CGMU5231751,0,CRMOB,,ESVLC,,,,Checked,"13,9","13,8",,"14,4"
421212,,CXRU1385509,0,CRMOB,,ESVLC,,,,Unchecked,,,,
101682,,TRIU8739556,0,CRMOB,,ESVLC,,,,Unchecked,,,,
421182,,TEMU9432314,0,CRMOB,,ESVLC,,,,Unchecked,,,,
421012,,TCLU1371200,0,CRMOB,,ESVLC,,,,Unchecked,,,,
