Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
420082,,CGMU5361164,0,MTMLA,,COCTG/COCTG,,,,Checked,20,"20,02",,"21,41"
220882,,CGMU4961415,0,MTMLA,,USHOU/USHOU,,,,Checked,-18,"-21,49",,"-17,86"
140412,,CGMU5143352,0,MTMLA,,MXVER/MXVER,,,,Checked,1,1,,"2,4"
221082,,TCLU1197675,0,MTMLA,,USHOU/USHOU,,,,Unchecked,-18,-19,,-18
220682,,AXIU6111163,0,MTMLA,,USHOU/USHOU,,,,Unchecked,-18,"-19,4",,-18
220482,,TCLU1212722,0,MTMLA,,DOCAU/DOCAU,,,,Unchecked,-20,-23,,"-20,8"
150284,,CGMU2989331,0,ITLIV,,MXVER/MXVER,,,,Unchecked,-25,"-27,26",,"-24,95"
350612,,CGMU3017118,0,ITLIV,,JMKIN/JMKIN,,,,Checked,-25,"-23,77",,"-24,54"
140482,,CXRU1525030,0,ITLIV,,MXVER/MXVER,,,,Unchecked,18,"18,6",,"18,5"
150682,,CGMU2991513,0,ITGOA,,JMKIN,,,,Checked,20,"19,98",,"20,29"
541082,,CGMU5003411,0,ITGOA,,COCTG/ECGYE,,,,Checked,0,0,,"1,69"
541482,,CGMU5168638,0,ITGOA,,COCTG/ECGYE,,,,Unchecked,14,"14,1",,"14,5"
460084,,CGMU5410401,0,ITGOA,,DOCAU,,,,Checked,-20,"-25,9",,"-18,9"
541282,,CXRU1525529,0,ITGOA,,COCTG/ECGYE,,,,Unchecked,0,"0,2",,"0,8"
541484,,SEGU9133003,0,ITGOA,,COCTG,,,,Unchecked,14,"13,6",,"14,1"
541284,,TCLU1071943,0,ITGOA,,COCTG,,,,Checked,17,"17,25",,"17,375"
460082,,TCLU1303946,0,ITGOA,,DOCAU,,,,Unchecked,4,"4,2",,"4,6"
130612,,CGMU3085961,0,FRMRS,,JMKIN/GBPPT,,,,Checked,18,"18,25",,"17,83"
141084,,CGMU9309550,0,FRMRS,,JMKIN/NONOU,,,,Checked,-25,"-27,28",,"-25,06"
460504,,CGMU4975321,0,FRMRS,,CRMOB/CRMOB,,,,Checked,"0,5","0,48",,"1,96"
460604,,TLLU1078714,0,ESBCN,,PAMIT/PAMIT,,,,Checked,-22,"-23,875",,-22
141086,,CGMU6531748,0,ESBCN,,JMKIN/CRMOB,,,,Checked,18,"181,875",,"18,625"
380410,,TLLU1080368,0,ESBCN,,COCTG/COCTG,,,,Checked,-22,"-23,875",,-22
141282,,CGMU4991657,0,ESBCN,,JMKIN/JMMBJ,,,,Checked,4,"4,04",,"4,8"
380408,,CGMU4983733,0,ESBCN,,COCTG/CLSAI,,,,Checked,18,"17,96",,"18,55"
380310,,TLLU1078740,0,ESBCN,,COCTG/COCTG,,,,Checked,-22,"-234,375",,-22
