Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
270104,,CGMU2990712,0,GPPTP,,FRMRS/FRMRS,,,,Checked,20,20,,"20,24"
260282,,CGMU5108449,0,GPPTP,,ESALG/PTLEI,,,,Checked,-35,"-39,7",,-36
380506,,CGMU9409040,0,USHOU,,MTMLA/TRMER,,,,Checked,20,"21,12",,"20,87"
60682,,TCLU1145795,0,USHOU,,ESALG/AOLAD,,,,Unchecked,"-23,3","-26,4",,"-23,5"
140712,,CGMU6543570,0,MXVER,,MTMLA/MEBAR,,,,Checked,"13,5","13,625",,"143,125"
141282,,CGMU9363416,0,MXVER,,MTMLA/MEBAR,,,,Checked,"13,5","13,51",,"14,2"
141482,,CGMU5252712,0,MXVER,,MTMLA/MEBAR,,,,Checked,"13,5","13,5",,"13,72"
220106,,TTNU8625179,0,MXVER,,ESALG/ESALG,,,,Checked,5,"54,375",,"60,625"
220306,,TTNU8638094,0,MXVER,,ESALG/ESALG,,,,Checked,"5,5","54,375",,"6,125"
220104,,TTNU8621105,0,MXVER,,ESALG/ESALG,,,,Checked,5,"50,625",,"55,625"
220406,,TTNU8625749,0,MXVER,,ESALG/ESALG,,,,Checked,5,"51,875",,6
220204,,CAIU5589560,0,MXVER,,ESALG/ESALG,,,,Checked,5,"50,625",,"5,5"
220410,,TLLU1069414,0,MXVER,,ESALG/ESALG,,,,Checked,5,"7,5",,"64,375"
220404,,TTNU8623345,0,MXVER,,ESALG/ESALG,,,,Checked,5,5,,"6,125"
220202,,TTNU8638710,0,MXVER,,ESALG/ESALG,,,,Checked,5,5,,"5,875"
220304,,CAIU5654942,0,MXVER,,ESALG/ESALG,,,,Checked,"5,5","55,625",,"56,875"
220408,,TTNU8634313,0,MXVER,,ESALG/ESALG,,,,Checked,5,"53,125",,"5,75"
220206,,BMOU9642580,0,MXVER,,ESALG/ESALG,,,,Checked,"5,5","54,375",,"56,875"
220302,,CAIU5555889,0,MXVER,,ESALG/ESALG,,,,Unchecked,,,,
220208,,TCLU1376217,0,MXVER,,ESALG/ESALG,,,,Unchecked,,,,
140582,,APRU6139345,0,MXVER,,MTMLA/MEBAR,,,,Unchecked,,,,
220102,,CAIU5561480,0,MXVER,,ESALG/ESALG,,,,Unchecked,,,,
210402,,SEGU9490696,0,MXVER,,ESALG/ITSPE,,,,Unchecked,,,,
141284,,SEGU9216432,0,MXVER,,MTMLA/MEBAR,,,,Unchecked,,,,
341212,,CGMU6523336,0,PAMIT,,MTMLA/MTMLA,,,,Checked,"133,125","13,375",,"14,125"
341312,,GESU9556839,0,PAMIT,,MTMLA/MTMLA,,,,Checked,"13,2","13,19",,"13,47"
340708,,CGMU5431240,0,PAMIT,,ESVLC/ESVLC,,,,Checked,-23,"-22,19",,-23
220108,,CGMU5037319,0,PAMIT,,ESALG/ESALG,,,,Checked,"13,2","13,2",,"13,92"
340510,,CGMU4987894,0,PAMIT,,ESVLC,,,,Checked,-25,"-28,62",,"-25,1"
340310,,CGMU6543728,0,PAMIT,,ITLIV/ITLIV,,,,Checked,"13,625","136,875",,"14,125"
340506,,CGMU5276334,0,PAMIT,,ESVLC/ESVLC,,,,Checked,-25,"-23,61",,"-24,94"
340108,,CGMU4909150,0,PAMIT,,ITLIV/ITLIV,,,,Checked,"13,3","13,36",,"14,21"
220482,,TTNU8624911,0,PAMIT,,ESALG/ESALG,,,,Checked,5,"5,125",,"5,875"
220182,,CGMU5186499,0,PAMIT,,ESALG/ESALG,,,,Checked,-18,"-6,8",,"3,5"
341406,,CGMU4909459,0,PAMIT,,MTMLA,,,,Checked,"13,3","13,28",,"14,15"
340712,,CGMU5242165,0,PAMIT,,FRMRS/FRMRS,,,,Checked,-18,"-16,87",,"-17,91"
340906,,CGMU5453506,0,PAMIT,,MTMLA,,,,Checked,"13,3","13,4",,"14,4"
341310,,CGMU5454781,0,PAMIT,,MTMLA,,,,Checked,"13,3","13,5",,"14,4"
340306,,CGMU4918240,0,PAMIT,,ITLIV/ITLIV,,,,Checked,"13,6","13,45",,"14,16"
341008,,CGMU9398285,0,PAMIT,,MTMLA,,,,Checked,"13,3","14,84",,"14,26"
340806,,CGMU5452618,0,PAMIT,,MTMLA,,,,Checked,"13,3","13,4",,"14,5"
220682,,CAIU5589256,0,PAMIT,,ESALG/ESALG,,,,Checked,5,"50,625",,"5,5"
340808,,CGMU5453548,0,PAMIT,,MTMLA,,,,Checked,"13,3","13,7",,"14,4"
