Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
300412,,CGMU5108238,0,GPPTP,,ESALG/PTLEI,,,,Checked,-35,"-32,6",,"-34,8"
340412,,CGMU9281196,0,MXVER,,MTMLA/MTMLA,,,,Checked,"13,5","13,5",,"14,33"
340410,,CGMU9332483,0,MXVER,,MTMLA/MTMLA,,,,Checked,"13,5","13,48",,"14,01"
340310,,TTNU8629256,0,MXVER,,MTMLA/MTMLA,,,,Checked,"13,5","13,625",,"14,625"
340108,,CGMU9328816,0,MXVER,,MTMLA/MTMLA,,,,Checked,"13,5","13,5",,"13,79"
340110,,SEGU9133322,0,MXVER,,MTMLA/MTMLA,,,,Checked,"13,5","13,52",,"13,91"
340112,,TTNU8622230,0,MXVER,,MTMLA/MTMLA,,,,Checked,"13,5","135,625",,"145,625"
340208,,SEGU9650475,0,MXVER,,MTMLA/MTMLA,,,,Checked,"13,5","13,7",,15
340082,,TLLU1070945,0,MXVER,,MTMLA/MTMLA,,,,Checked,"13,5","144,375",,14
300208,,TTNU8628270,0,MXVER,,ESALG/ESALG,,,,Checked,"4,375","39,375",,"5,875"
300210,,TLLU1059709,1,MXVER,,ESALG/ESALG,,,,Checked,"33,125","31,875",,"4,625"
300106,,BMOU9645023,0,MXVER,,ESALG/ESALG,,,,Checked,5,"50,625",,"5,25"
300308,,TLLU1057476,0,MXVER,,ESALG/ESALG,,,,Checked,"33,125","34,375",,"3,875"
,,SPAR0092208,1,,,,,,,Checked,"13,5","13,875",,"144,375"
420304,,CRSU6099073,0,PAMIT,,MTMLA,,,,Checked,"13,3","13,52",,"13,88"
420306,,BMOU9626960,0,PAMIT,,MTMLA/TRIST,,,,Checked,"7,5","7,375",,"79,375"
140810,,TCLU1286875,0,PAMIT,,ESBCN,,,,Checked,-20,"-205,625",,-20
140608,,CGMU9334676,0,PAMIT,,ESBCN,,,,Checked,-20,"-25,44",,"-19,53"
220310,,SEGU9027022,0,CRMOB,,ITLIV,,,,Indeterminate,,,,
460702,,TTNU8055311,0,CRMOB,,ESALG,,,,Indeterminate,,,,
460310,,CGMU9408906,0,CRMOB,,ESALG/ESALG,,,,Checked,6,"6,57",,"6,55"
460906,,TTNU8689717,0,CRMOB,,ESALG/ESALG,,,,Checked,6,"5,98",,"6,18"
460104,,CGMU5444865,0,CRMOB,,ESALG/ESALG,,,,Checked,6,6,,"7,4"
100508,,CGMU5349560,0,CRMOB,,MTMLA/UAODS,,,,Checked,"13,3","13,5",,14
220182,,CGMU5406844,0,CRMOB,,ITLIV/ITLIV,,,,Checked,"720,000,000,000,001","699,999,999,999,999",,"960,000,000,000,001"
380710,,CGMU5407157,0,CRMOB,,ITLIV/ITLIV,,,,Checked,"720,000,000,000,001","720,000,000,000,001",,"869,999,999,999,999"
220202,,SZLU9498108,0,CRMOB,,ITLIV/ITLIV,,,,Checked,"7,2","7,22",,"7,45"
540386,,CGMU5176000,0,CRMOB,,ITLIV/ITLIV,,,,Checked,"720,000,000,000,001","7,3",,"8,2"
180104,,BMOU9809019,0,CRMOB,,MTMLA/UAODS,,,,Indeterminate,,,,
460512,,CAIU5462575,0,CRMOB,,ESALG,,,,Indeterminate,,,,
460704,,TCLU1313230,0,CRMOB,,ESALG,,,,Indeterminate,,,,
300606,,TRLU1698830,0,CRMOB,,ITGOA,,,,Indeterminate,,,,
460304,,MFTU8191492,0,CRMOB,,ESALG,,,,Indeterminate,,,,
221584,,TCLU1200721,0,CRMOB,,ITLIV,,,,Indeterminate,,,,
300808,,TLLU1050954,0,CRMOB,,ITGOA,,,,Indeterminate,,,,
220184,,TCLU1290833,0,CRMOB,,ITLIV,,,,Indeterminate,,,,
221382,,GESU9589724,0,CRMOB,,ITLIV,,,,Indeterminate,,,,
380906,,GESU9586833,0,CRMOB,,ITLIV,,,,Indeterminate,,,,
100512,,SEGU9534388,0,CRMOB,,MTMLA/UAODS,,,,Checked,"13,2","13,1",,14
300312,,CAIU5460206,0,CRMOB,,ESALG,,,,Indeterminate,,,,
460604,,CGMU5432972,0,CRMOB,,ESALG/ESALG,,,,Checked,6,"5,99",,"5,95"
540284,,TCLU1153553,0,CRMOB,,ITLIV,,,,Indeterminate,,,,
221384,,CGMU5427699,0,CRMOB,,ITLIV/ITLIV,,,,Checked,"7,2","7,2",,"7,34"
380712,,MFTU8191002,0,CRMOB,,ITLIV,,,,Indeterminate,,,,
181006,,CGMU5078956,0,CRMOB,,MTMLA/UAODS,,,,Checked,"13,3","12,78",,"14,17"
380486,,CGMU5430579,0,CRMOB,,ESALG/PTLIS,,,,Checked,"6,5","5,98",,"6,54"
581182,,TTNU8702090,0,CRMOB,,ESALG/ESALG,,,,Checked,6,"61,875",,6
180712,,TCLU1196220,0,CRMOB,,MTMLA/UAODS,,,,Indeterminate,,,,
180906,,CGMU5189857,0,CRMOB,,MTMLA/LYKHO,,,,Checked,"13,3","13,4",,"14,2"
180602,,CGMU6518577,0,CRMOB,,MTMLA/SAJED,,,,Checked,"133,125","138,125",,"141,875"
180408,,CGMU6517992,0,CRMOB,,MTMLA/SAJED,,,,Checked,"133,125","13,5",,"14,375"
581382,,CAIU5460720,0,CRMOB,,ESALG,,,,Indeterminate,,,,
460302,,CXRU1386911,0,CRMOB,,ESALG,,,,Indeterminate,,,,
300708,,GESU9586659,0,CRMOB,,ITGOA,,,,Indeterminate,,,,
100408,,CGMU5343094,0,CRMOB,,MTMLA/UAODS,,,,Indeterminate,,,,
